Site,Code site,Branche,Chargé d'exploitation,Energie,Semaine de l'alerte,Mois de l'alerte,Date d'envoi de l'alerte au client ,Client alerté,Chargé d'analyse BO ,Période Talon ,Talon ref ,Début surconsommation ,Fin surconsommation ,Talon surconso identifié,DP Surconso (kW),Nb d'heures,Nb nuits/jours concernés,Impact conso (kWh),Type d'impact,% Surconso,Période d'alerte,Type de surconso,Catégorie
TOUT VA BIEN,MO1133,Monoprix,RL,Electricité,2,1, ,0,SB,Hiver,35,2023-01-14,2023-01-15,45,10.0,8.0,1,80.0,Récurrent,0.2857142857142857,Nuit,Impact Client,CVC
AIX SEXTIUS,MO0108,SES8,RL,Electricité,3,1, ,0,SB,Hiver,70,2023-01-20,2023-01-21,90,20.0,6.0,1,120.0,Récurrent,0.2857142857142857,Nuit,Impact Client,Eclairage
SANNOIS,MO0154,Monoprix,AL,Electricité,3,1, ,0,SB,Hiver,35,2023-01-15,2023-01-16,45,10.0,10.0,1,100.0,Récurrent,0.2857142857142857,Nuit,Impact Client,CVC
GAGNY,MO0131,Monoprix,RL,Electricité,3,1, ,0,SB,Hiver,35,2023-01-22,2023-01-22,45,10.0,8.0,1,80.0,Récurrent,0.2857142857142857,Dim,Impact Client,Changement de comportement
ISSY GAMBETTA,MO0037,SES8,AL,Electricité,4,1, ,0,SB,Hiver,35,2023-01-29,2023-01-29,45,10.0,8.0,1,80.0,Récurrent,0.2857142857142857,Dim,Impact Client,Changement de comportement
BORDEAUX ST CHRISTOLY,MO0054,SES8,RL,Electricité,0,1, ,0,SB,Hiver,140,2023-01-01,2023-02-01,180,40.0,5.0,31,6200.0,Récurrent,0.2857142857142857,Jour,Impact Client,CVC
ANNECY COURRIER,MO0332,SES8,RL,Electricité,8,2, ,0,HH,Hiver,110,2023-02-20,2023-02-21,155,45.0,7.0,1,315.0,Récurrent,0.4090909090909091,Nuit,A définir,
MANTES LA JOLIE,MO2324,SES8,AL,Electricité,9,2, ,0,HH,Hiver,35,2023-02-26,2023-02-27,80,45.0,7.0,1,315.0,Récurrent,1.2857142857142858,Nuit,A définir,
NANCY ST SEBASTIEN,MO0041,SES8,RL,Electricité,9,2, ,0,HH,Hiver,85,2023-02-28,2023-03-01,130,45.0,7.0,1,315.0,Récurrent,0.5294117647058824,Nuit,A définir,
RODEZ,MO0515,Monoprix,AL,Electricité,4,1, ,0,SB,Hiver,35,2023-01-27,2023-01-28,45,10.0,7.0,1,70.0,Récurrent,0.2857142857142857,Nuit,Impact Client,Changement de comportement
SAINT CLOUD,MO0161,Monoprix,AL,Electricité,4,1, ,0,SB,Hiver,105,2023-01-27,2023-01-28,135,30.0,6.0,1,180.0,Récurrent,0.2857142857142857,Nuit,Impact Client,CVC
LE PRÉ ST GERVAIS,MO2320,Monoprix,RL,Electricité,5,2, ,0,SB,Hiver,35,2023-02-04,2023-02-05,45,10.0,3.0,1,30.0,Récurrent,0.2857142857142857,Nuit,Impact Client,Eclairage
ISSY GAMBETTA,MO0037,SES8,AL,Electricité,5,2, ,0,ZN,Hiver,35,2023-02-05,2023-02-05,45,10.0,6.0,1,60.0,Récurrent,0.2857142857142857,Dim,Impact Client,Changement de comportement
AIX SEXTIUS,MO0108,SES8,RL,Electricité,5,2, ,0,ZN,Hiver,70,2023-02-02,2023-02-04,90,20.0,8.0,2,320.0,Récurrent,0.2857142857142857,Nuit,Impact Client,CVC
Saint Tropez,MO2767,Monoprix,AL,Electricité,6,2, ,0,SB,Hiver,35,2023-02-10,2023-02-11,45,10.0,2.0,1,20.0,Récurrent,0.2857142857142857,Nuit,Impact Client,Eclairage
AIX SEXTIUS,MO0108,SES8,RL,Electricité,6,2, ,0,ZN,Hiver,70,2023-02-11,2023-02-12,90,20.0,9.0,1,180.0,Récurrent,0.2857142857142857,Nuit,Impact Client,CVC
CAUMARTIN,MO1119,Monoprix,AL,Electricité,7,2, ,0,ZN,Hiver,105,2023-02-14,2023-02-16,135,30.0,6.0,2,360.0,Récurrent,0.2857142857142857,Nuit,Impact Client,CVC
MARSEILLE BLANCARDE,MO2719,Monoprix,RL,Electricité,7,2, ,0,ZN,Hiver,35,2023-02-12,2023-02-13,45,10.0,5.0,1,50.0,Récurrent,0.2857142857142857,Nuit,Impact Client,CVC
MARSEILLE BLANCARDE,MO2719,Monoprix,RL,Electricité,7,2, ,0,ZN,Hiver,35,2023-02-16,2023-02-19,45,10.0,7.0,3,210.0,Récurrent,0.2857142857142857,Nuit,Impact Client,CVC
RODEZ,MO0515,Monoprix,AL,Electricité,7,2, ,0,ZN,Hiver,35,2023-02-14,2023-02-15,45,10.0,8.0,1,80.0,Récurrent,0.2857142857142857,Nuit,Impact Client,CVC
SANNOIS,MO0154,Monoprix,AL,Electricité,7,2, ,0,ZN,Hiver,35,2023-02-12,2023-02-19,45,10.0,7.0,7,490.0,Récurrent,0.2857142857142857,Nuit,Impact Client,CVC
MOZART,MO1321,SES8,AL,Electricité,7,2, ,0,HH,Hiver,35,2023-02-13,2023-02-17,50,15.0,5.0,4,300.0,Récurrent,0.42857142857142855,Nuit,A définir,
NANTERRE,MO1229,Monoprix,RL,Electricité,7,2, ,0,ZN,Hiver,35,2023-02-13,2023-02-14,45,10.0,2.0,1,20.0,Récurrent,0.2857142857142857,Nuit,Impact Client,Eclairage
